Date,Daily Average,Six Month Average,Amount Traded,Item ID
2019-06-14,11172,11178,32656,1147
2019-06-15,11171,11178,24023,1147
2019-06-16,11160,11177,2559,1147
2019-06-17,11154,11176,33963,1147
2019-06-18,11157,11175,22813,1147
2019-06-19,11163,11175,29361,1147
2019-06-20,11167,11175,45468,1147
2019-06-21,11171,11175,28111,1147
2019-06-22,11161,11174,24044,1147
2019-06-23,11160,11173,148,1147
2019-06-24,11157,11172,27145,1147
2019-06-25,11139,11170,32448,1147
2019-06-26,11149,11169,30161,1147
2019-06-27,11132,11168,36329,1147
2019-06-28,11161,11167,20394,1147
2019-06-29,11171,11166,39936,1147
2019-06-30,11158,11164,7411,1147
2019-07-01,11161,11163,21134,1147
2019-07-02,11164,11162,35758,1147
2019-07-03,11188,11164,34225,1147
2019-07-04,11196,11166,24545,1147
2019-07-05,11191,11167,38918,1147
2019-07-06,11169,11167,31472,1147
2019-07-07,11150,11166,32032,1147
2019-07-08,11162,11165,27973,1147
2019-07-09,11151,11164,38294,1147
2019-07-10,11175,11164,1893,1147
2019-07-11,11183,11164,25482,1147
2019-07-12,11199,11165,45956,1147
2019-07-13,11194,11166,17983,1147
2019-07-14,11164,11165,13069,1147
2019-07-15,11148,11165,18007,1147
2019-07-16,11162,11165,30411,1147
2019-07-17,11171,11165,11860,1147
2019-07-18,11184,11166,24452,1147
2019-07-19,11186,11167,26794,1147
2019-07-20,11171,11167,25857,1147
2019-07-21,11153,11167,4327,1147
2019-07-22,11144,11166,31010,1147
2019-07-23,11178,11167,33337,1147
2019-07-24,11186,11168,700,1147
2019-07-25,11157,11168,22884,1147
2019-07-26,11176,11169,23049,1147
2019-07-27,11134,11169,33968,1147
2019-07-28,11113,11167,30746,1147
2019-07-29,11082,11165,25654,1147
2019-07-30,11090,11162,34364,1147
2019-07-31,11129,11161,6946,1147
2019-08-01,11148,11161,23938,1147
2019-08-02,11144,11159,26790,1147
2019-08-03,11124,11157,46024,1147
2019-08-04,11139,11155,5448,1147
2019-08-05,11133,11154,33051,1147
2019-08-06,11143,11154,27297,1147
2019-08-07,11130,11153,13100,1147
2019-08-08,11140,11152,20063,1147
2019-08-09,11150,11151,20951,1147
2019-08-10,11118,11149,46441,1147
2019-08-11,11086,11145,23020,1147
2019-08-12,11033,11140,31640,1147
2019-08-13,11058,11137,27186,1147
2019-08-14,11088,11135,28547,1147
2019-08-15,11124,11133,27240,1147
2019-08-16,11140,11132,46231,1147
2019-08-17,11146,11131,14219,1147
2019-08-18,11131,11129,37984,1147
2019-08-19,11115,11127,29646,1147
2019-08-20,11091,11125,24364,1147
2019-08-21,11138,11125,25413,1147
2019-08-22,11153,11124,34651,1147
2019-08-23,11161,11123,19889,1147
2019-08-24,11157,11123,42638,1147
2019-08-25,11151,11122,18605,1147
2019-08-26,11139,11123,32048,1147
2019-08-27,11138,11123,21156,1147
2019-08-28,11149,11126,1482,1147
2019-08-29,11150,11128,1109,1147
2019-08-30,11151,11128,38937,1147
2019-08-31,11141,11128,15789,1147
2019-09-01,11119,11127,11357,1147
2019-09-02,11119,11127,15353,1147
2019-09-03,11119,11127,37570,1147
2019-09-04,11144,11127,11574,1147
2019-09-05,11143,11127,23426,1147
2019-09-06,11137,11127,17306,1147
2019-09-07,11110,11126,37778,1147
2019-09-08,11132,11126,26031,1147
2019-09-09,11108,11125,19829,1147
2019-09-10,11140,11127,18661,1147
2019-09-11,11159,11131,32380,1147
2019-09-12,11182,11135,21150,1147
2019-09-13,11187,11139,21098,1147
2019-09-14,11184,11141,27947,1147
2019-09-15,11153,11141,30402,1147
2019-09-16,11119,11140,29832,1147
2019-09-17,11093,11139,25051,1147
2019-09-18,11099,11138,10652,1147
2019-09-19,11131,11140,19614,1147
2019-09-20,11150,11140,18127,1147
2019-09-21,11132,11139,29625,1147
2019-09-22,11153,11139,27288,1147
2019-09-23,11147,11139,37610,1147
2019-09-24,11115,11138,14432,1147
2019-09-25,11082,11136,29737,1147
2019-09-26,11112,11135,38953,1147
2019-09-27,11114,11134,19341,1147
2019-09-28,11114,11132,38149,1147
2019-09-29,11091,11130,21154,1147
2019-09-30,10992,11126,22285,1147
2019-10-01,11042,11123,11963,1147
2019-10-02,11072,11121,17547,1147
2019-10-03,11089,11120,25004,1147
2019-10-04,11114,11119,22678,1147
2019-10-05,11117,11119,31472,1147
2019-10-06,11121,11118,12782,1147
2019-10-07,11102,11118,23546,1147
2019-10-08,11067,11116,34893,1147
2019-10-09,11045,11113,13874,1147
2019-10-10,11053,11111,31413,1147
2019-10-11,11086,11108,21695,1147
2019-10-12,11083,11105,28680,1147
2019-10-13,11082,11101,3056,1147
2019-10-14,11083,11098,36264,1147
2019-10-15,11096,11096,20055,1147
2019-10-16,11107,11096,5912,1147
2019-10-17,11143,11097,16858,1147
2019-10-18,11091,11097,34036,1147
2019-10-19,11096,11096,39691,1147
2019-10-20,11088,11094,22574,1147
2019-10-21,11069,11092,26026,1147
2019-10-22,11023,11087,24313,1147
2019-10-23,11097,11086,30185,1147
2019-10-24,11138,11086,23568,1147
2019-10-25,11133,11088,27517,1147
2019-10-26,11122,11089,36268,1147
2019-10-27,11083,11087,24812,1147
2019-10-28,11090,11087,33594,1147
2019-10-29,11116,11088,14697,1147
2019-10-30,11129,11092,19401,1147
2019-10-31,11121,11095,24282,1147
2019-11-01,11138,11097,26957,1147
2019-11-02,11134,11098,39263,1147
2019-11-03,11086,11097,9130,1147
2019-11-04,11079,11096,30154,1147
2019-11-05,11098,11095,14602,1147
2019-11-06,11120,11096,22148,1147
2019-11-07,11137,11098,20712,1147
2019-11-08,11115,11101,27596,1147
2019-11-09,11113,11103,36498,1147
2019-11-10,11088,11103,7397,1147
2019-11-11,11017,11101,4021,1147
2019-11-12,11073,11100,19952,1147
2019-11-13,11065,11100,21945,1147
2019-11-14,11067,11099,25434,1147
2019-11-15,11078,11098,28999,1147
2019-11-16,11101,11096,39783,1147
2019-11-17,11080,11096,13401,1147
2019-11-18,11001,11093,33430,1147
2019-11-19,11063,11092,19504,1147
2019-11-20,11098,11093,4338,1147
2019-11-21,11117,11096,14136,1147
2019-11-22,11119,11097,28425,1147
2019-11-23,11120,11096,27903,1147
2019-11-24,11119,11096,24433,1147
2019-11-25,11116,11096,10873,1147
2019-05-30,20714,20703,55440,1163
2019-05-31,20719,20704,41459,1163
2019-06-01,20725,20705,58573,1163
2019-06-02,20704,20706,61147,1163
2019-06-03,20681,20705,48779,1163
2019-06-04,20682,20705,80411,1163
2019-06-05,20693,20704,8611,1163
2019-06-06,20710,20704,57157,1163
2019-06-07,20710,20705,56134,1163
2019-06-08,20708,20704,78806,1163
2019-06-09,20697,20704,15059,1163
2019-06-10,20705,20704,23143,1163
2019-06-11,20678,20703,79647,1163
2019-06-12,20678,20702,55468,1163
2019-06-13,20697,20702,75456,1163
2019-06-14,20710,20702,65744,1163
2019-06-15,20708,20702,45919,1163
2019-06-16,20684,20701,5055,1163
2019-06-17,20703,20700,61945,1163
2019-06-18,20707,20700,41707,1163
2019-06-19,20701,20700,56327,1163
2019-06-20,20707,20700,94964,1163
2019-06-21,20669,20699,55990,1163
2019-06-22,20662,20698,46885,1163
2019-06-23,20673,20697,436,1163
2019-06-24,20678,20697,50892,1163
2019-06-25,20676,20696,62198,1163
2019-06-26,20691,20696,58197,1163
2019-06-27,20671,20695,73362,1163
2019-06-28,20699,20694,31393,1163
2019-06-29,20711,20694,70841,1163
2019-06-30,20715,20694,15459,1163
2019-07-01,20715,20694,38169,1163
2019-07-02,20712,20694,71052,1163
2019-07-03,20722,20695,67304,1163
2019-07-04,20702,20696,45092,1163
2019-07-05,20675,20695,75695,1163
2019-07-06,20668,20694,60058,1163
2019-07-07,20647,20692,63355,1163
2019-07-08,20670,20691,51459,1163
2019-07-09,20688,20690,76453,1163
2019-07-10,20703,20690,3762,1163
2019-07-11,20718,20692,51090,1163
2019-07-12,20730,20693,90217,1163
2019-07-13,20707,20694,33527,1163
2019-07-14,20692,20693,26642,1163
2019-07-15,20694,20693,34386,1163
2019-07-16,20709,20693,58575,1163
2019-07-17,20708,20694,25057,1163
2019-07-18,20710,20694,51353,1163
2019-07-19,20710,20694,53510,1163
2019-07-20,20710,20694,51122,1163
2019-07-21,20694,20695,9427,1163
2019-07-22,20684,20696,59838,1163
2019-07-23,20687,20696,68373,1163
2019-07-24,20690,20696,1509,1163
2019-07-25,20680,20697,47345,1163
2019-07-26,20685,20696,52521,1163
2019-07-27,20682,20697,74075,1163
2019-07-28,20642,20695,60553,1163
2019-07-29,20617,20692,52892,1163
2019-07-30,20625,20689,79219,1163
2019-07-31,20649,20687,13407,1163
2019-08-01,20644,20684,55072,1163
2019-08-02,20632,20681,59000,1163
2019-08-03,20628,20679,98248,1163
2019-08-04,20610,20677,12625,1163
2019-08-05,20591,20674,73010,1163
2019-08-06,20621,20673,56900,1163
2019-08-07,20628,20672,27854,1163
2019-08-08,20645,20670,43342,1163
2019-08-09,20648,20669,44455,1163
2019-08-10,20592,20664,96862,1163
2019-08-11,20587,20660,43748,1163
2019-08-12,20572,20655,60785,1163
2019-08-13,20594,20652,55625,1163
2019-08-14,20614,20649,56690,1163
2019-08-15,20639,20647,57179,1163
2019-08-16,20662,20645,98921,1163
2019-08-17,20658,20644,26512,1163
2019-08-18,20645,20641,77920,1163
2019-08-19,20644,20639,54891,1163
2019-08-20,20639,20637,46707,1163
2019-08-21,20648,20636,52989,1163
2019-08-22,20637,20634,72706,1163
2019-08-23,20636,20633,42753,1163
2019-08-24,20643,20631,90842,1163
2019-08-25,20642,20630,35281,1163
2019-08-26,20649,20629,63791,1163
2019-08-27,20654,20629,44659,1163
2019-08-28,20660,20631,3607,1163
2019-08-29,20684,20633,2817,1163
2019-08-30,20683,20634,84854,1163
2019-08-31,20669,20635,31131,1163
2019-09-01,20654,20635,24153,1163
2019-09-02,20657,20636,30177,1163
2019-09-03,20669,20638,79262,1163
2019-09-04,20679,20641,23280,1163
2019-09-05,20675,20643,47448,1163
2019-09-06,20672,20645,34015,1163
2019-09-07,20668,20645,83613,1163
2019-09-08,20647,20645,44590,1163
2019-09-09,20645,20647,40612,1163
2019-09-10,20665,20650,38578,1163
2019-09-11,20678,20653,68269,1163
2019-09-12,20685,20656,43523,1163
2019-09-13,20695,20659,46866,1163
2019-09-14,20692,20661,60986,1163
2019-09-15,20687,20661,57304,1163
2019-09-16,20677,20662,62137,1163
2019-09-17,20640,20662,51226,1163
2019-09-18,20661,20663,24356,1163
2019-09-19,20658,20663,44407,1163
2019-09-20,20674,20664,37375,1163
2019-09-21,20665,20665,63469,1163
2019-09-22,20655,20666,56052,1163
2019-09-23,20661,20666,76105,1163
2019-09-24,20636,20666,29643,1163
2019-09-25,20620,20665,65308,1163
2019-09-26,20644,20665,75444,1163
2019-09-27,20639,20664,36607,1163
2019-09-28,20648,20663,69363,1163
2019-09-29,20608,20660,35391,1163
2019-09-30,20588,20658,42129,1163
2019-10-01,20612,20656,22725,1163
2019-10-02,20605,20654,33994,1163
2019-10-03,20630,20653,50031,1163
2019-10-04,20633,20652,46544,1163
2019-10-05,20598,20649,62697,1163
2019-10-06,20618,20647,23790,1163
2019-10-07,20566,20644,48107,1163
2019-10-08,20603,20642,67969,1163
2019-10-09,20598,20641,26031,1163
2019-10-10,20584,20638,66834,1163
2019-10-11,20586,20635,42959,1163
2019-10-12,20570,20631,59705,1163
2019-10-13,20568,20627,6333,1163
2019-10-14,20597,20624,68692,1163
2019-10-15,20621,20622,39182,1163
2019-10-16,20634,20620,14026,1163
2019-10-17,20634,20620,32674,1163
2019-10-18,20618,20619,68258,1163
2019-10-19,20620,20617,75655,1163
2019-10-20,20614,20615,41083,1163
2019-10-21,20605,20613,44309,1163
2019-10-22,20634,20613,46117,1163
2019-10-23,20651,20612,63919,1163
2019-10-24,20646,20613,50264,1163
2019-10-25,20642,20613,58972,1163
2019-10-26,20620,20613,68378,1163
2019-10-27,20617,20612,47745,1163
2019-10-28,20606,20610,67960,1163
2019-10-29,20627,20611,28205,1163
2019-10-30,20637,20613,39770,1163
2019-10-31,20664,20614,50932,1163
2019-11-01,20674,20617,53231,1163
2019-11-02,20664,20618,74505,1163
2019-11-03,20600,20617,17807,1163
2019-11-04,20614,20617,56286,1163
2019-11-05,20640,20618,27643,1163
2019-11-06,20633,20620,48361,1163
2019-11-07,20618,20621,43376,1163
2019-11-08,20607,20621,57311,1163
2019-11-09,20605,20622,71501,1163
2019-11-10,20542,20620,15696,1163
2019-11-11,20576,20620,8749,1163
2019-11-12,20603,20622,38325,1163
2019-11-13,20610,20622,43202,1163
2019-11-14,20620,20622,48185,1163
2019-11-15,20627,20622,60141,1163
2019-11-16,20630,20622,84458,1163
2019-11-17,20611,20621,24197,1163
2019-11-18,20597,20621,66527,1163
2019-11-19,20628,20621,36905,1163
2019-11-20,20647,20623,8150,1163
2019-11-21,20639,20623,29086,1163
2019-11-22,20629,20622,58287,1163
2019-11-23,20632,20621,56375,1163
2019-11-24,20644,20622,52271,1163
2019-11-25,20643,20622,23744,1163
2019-05-30,22635,22614,13416,1185
2019-05-31,22644,22615,11152,1185
2019-06-01,22662,22617,16823,1185
2019-06-02,22605,22617,18295,1185
2019-06-03,22588,22616,12744,1185
2019-06-04,22623,22617,21688,1185
2019-06-05,22595,22616,2317,1185
2019-06-06,22608,22615,16099,1185
2019-06-07,22615,22615,14072,1185
2019-06-08,22649,22615,21875,1185
2019-06-09,22606,22614,4582,1185
2019-06-10,22654,22614,7185,1185
2019-06-11,22545,22611,20047,1185
2019-06-12,22612,22611,14071,1185
2019-06-13,22620,22611,20562,1185
2019-06-14,22613,22610,18111,1185
2019-06-15,22602,22608,12983,1185
2019-06-16,22576,22606,1697,1185
2019-06-17,22590,22605,17383,1185
2019-06-18,22621,22607,12181,1185
2019-06-19,22592,22607,15798,1185
2019-06-20,22598,22608,23979,1185
2019-06-21,22599,22608,15405,1185
2019-06-22,22577,22606,13091,1185
2019-06-23,22601,22605,98,1185
2019-06-24,22606,22606,14442,1185
2019-06-25,22588,22605,16507,1185
2019-06-26,22601,22606,14697,1185
2019-06-27,22589,22606,18313,1185
2019-06-28,22622,22607,8781,1185
2019-06-29,22613,22607,19629,1185
2019-06-30,22624,22606,3726,1185
2019-07-01,22637,22605,10827,1185
2019-07-02,22650,22607,17726,1185
2019-07-03,22653,22609,17957,1185
2019-07-04,22595,22608,13306,1185
2019-07-05,22551,22606,20609,1185
2019-07-06,22567,22605,17952,1185
2019-07-07,22530,22602,16694,1185
2019-07-08,22586,22600,12866,1185
2019-07-09,22624,22601,20340,1185
2019-07-10,22597,22599,1006,1185
2019-07-11,22614,22601,13699,1185
2019-07-12,22630,22602,25085,1185
2019-07-13,22613,22601,9979,1185
2019-07-14,22583,22600,6775,1185
2019-07-15,22611,22601,10619,1185
2019-07-16,22609,22602,16223,1185
2019-07-17,22618,22603,6937,1185
2019-07-18,22643,22604,12643,1185
2019-07-19,22635,22605,14110,1185
2019-07-20,22627,22606,15017,1185
2019-07-21,22576,22605,2820,1185
2019-07-22,22547,22604,16751,1185
2019-07-23,22598,22604,18845,1185
2019-07-24,22593,22604,309,1185
2019-07-25,22549,22602,11759,1185
2019-07-26,22571,22601,12186,1185
2019-07-27,22576,22601,18646,1185
2019-07-28,22464,22596,15777,1185
2019-07-29,22473,22591,13605,1185
2019-07-30,22522,22588,18552,1185
2019-07-31,22565,22585,2741,1185
2019-08-01,22570,22583,12865,1185
2019-08-02,22546,22579,13940,1185
2019-08-03,22516,22576,27358,1185
2019-08-04,22467,22574,3503,1185
2019-08-05,22491,22571,19023,1185
2019-08-06,22441,22568,17406,1185
2019-08-07,22509,22565,8433,1185
2019-08-08,22547,22563,13449,1185
2019-08-09,22522,22560,10690,1185
2019-08-10,22569,22559,26581,1185
2019-08-11,22498,22554,13698,1185
2019-08-12,22426,22548,16706,1185
2019-08-13,22495,22545,14496,1185
2019-08-14,22528,22543,14792,1185
2019-08-15,22554,22541,15234,1185
2019-08-16,22564,22539,24703,1185
2019-08-17,22574,22537,8531,1185
2019-08-18,22503,22532,21867,1185
2019-08-19,22545,22529,15898,1185
2019-08-20,22530,22528,13704,1185
2019-08-21,22549,22528,13013,1185
2019-08-22,22585,22528,19479,1185
2019-08-23,22552,22526,11174,1185
2019-08-24,22580,22527,26077,1185
2019-08-25,22518,22525,10380,1185
2019-08-26,22546,22524,18152,1185
2019-08-27,22565,22528,12041,1185
2019-08-28,22580,22531,808,1185
2019-08-29,22592,22534,405,1185
2019-08-30,22598,22535,22016,1185
2019-08-31,22567,22535,8657,1185
2019-09-01,22530,22534,6886,1185
2019-09-02,22523,22534,8431,1185
2019-09-03,22559,22538,20363,1185
2019-09-04,22581,22541,5592,1185
2019-09-05,22585,22545,12477,1185
2019-09-06,22578,22548,9508,1185
2019-09-07,22540,22547,20422,1185
2019-09-08,22577,22549,11865,1185
2019-09-09,22551,22549,10872,1185
2019-09-10,22575,22551,10886,1185
2019-09-11,22583,22556,16351,1185
2019-09-12,22626,22561,10746,1185
2019-09-13,22627,22564,12069,1185
2019-09-14,22507,22563,14956,1185
2019-09-15,22597,22564,16378,1185
2019-09-16,22580,22564,15690,1185
2019-09-17,22563,22566,12572,1185
2019-09-18,22597,22568,6387,1185
2019-09-19,22521,22567,10275,1185
2019-09-20,22552,22567,10814,1185
2019-09-21,22520,22565,17073,1185
2019-09-22,22563,22566,16759,1185
2019-09-23,22494,22563,20176,1185
2019-09-24,22530,22563,8368,1185
2019-09-25,22544,22563,16023,1185
2019-09-26,22585,22564,18773,1185
2019-09-27,22591,22564,9526,1185
2019-09-28,22594,22564,19417,1185
2019-09-29,22529,22562,10820,1185
2019-09-30,22330,22554,12104,1185
2019-10-01,22493,22553,6446,1185
2019-10-02,22527,22553,8999,1185
2019-10-03,22535,22552,14074,1185
2019-10-04,22541,22551,12937,1185
2019-10-05,22547,22549,20295,1185
2019-10-06,22450,22545,7389,1185
2019-10-07,22513,22544,13340,1185
2019-10-08,22442,22540,19619,1185
2019-10-09,22504,22538,7703,1185
2019-10-10,22486,22535,16438,1185
2019-10-11,22525,22533,13677,1185
2019-10-12,22459,22528,18297,1185
2019-10-13,22431,22521,1801,1185
2019-10-14,22502,22521,21428,1185
2019-10-15,22550,22519,12341,1185
2019-10-16,22575,22519,4399,1185
2019-10-17,22549,22519,10709,1185
2019-10-18,22461,22514,20288,1185
2019-10-19,22520,22514,24417,1185
2019-10-20,22467,22511,12666,1185
2019-10-21,22437,22509,12285,1185
2019-10-22,22524,22507,12793,1185
2019-10-23,22574,22510,18240,1185
2019-10-24,22594,22512,14303,1185
2019-10-25,22544,22512,16907,1185
2019-10-26,22558,22511,20532,1185
2019-10-27,22546,22510,15591,1185
2019-10-28,22446,22505,17484,1185
2019-10-29,22544,22505,8966,1185
2019-10-30,22562,22513,10120,1185
2019-10-31,22608,22517,13659,1185
2019-11-01,22639,22521,15342,1185
2019-11-02,22561,22521,20002,1185
2019-11-03,22490,22520,5138,1185
2019-11-04,22491,22518,16703,1185
2019-11-05,22534,22521,7502,1185
2019-11-06,22595,22523,11622,1185
2019-11-07,22539,22527,12426,1185
2019-11-08,22364,22522,15308,1185
2019-11-09,22480,22522,21375,1185
2019-11-10,22436,22519,4062,1185
2019-11-11,22494,22520,2322,1185
2019-11-12,22520,22523,11442,1185
2019-11-13,22514,22523,12648,1185
2019-11-14,22463,22520,13362,1185
2019-11-15,22523,22519,18968,1185
2019-11-16,22447,22515,26802,1185
2019-11-17,22481,22516,8005,1185
2019-11-18,22429,22513,17741,1185
2019-11-19,22461,22513,10675,1185
2019-11-20,22468,22514,2051,1185
2019-11-21,22540,22514,7557,1185
2019-11-22,22530,22513,16830,1185
2019-11-23,22527,22511,16726,1185
2019-11-24,22482,22509,15871,1185
2019-11-25,22505,22507,6731,1185
2019-05-30,32186,32177,46065,1201
2019-05-31,32195,32178,38404,1201
2019-06-01,32155,32177,47143,1201
2019-06-02,32145,32176,45673,1201
2019-06-03,32157,32175,38826,1201
2019-06-04,32158,32174,58276,1201
2019-06-05,32183,32174,7230,1201
2019-06-06,32193,32174,45265,1201
2019-06-07,32180,32174,44930,1201
2019-06-08,32182,32173,59555,1201
2019-06-09,32166,32172,12214,1201
2019-06-10,32181,32172,17886,1201
2019-06-11,32163,32172,65586,1201
2019-06-12,32161,32171,46452,1201
2019-06-13,32175,32170,59287,1201
2019-06-14,32204,32171,57002,1201
2019-06-15,32180,32171,36767,1201
2019-06-16,32182,32170,4403,1201
2019-06-17,32181,32170,53953,1201
2019-06-18,32167,32169,35676,1201
2019-06-19,32166,32169,51839,1201
2019-06-20,32125,32170,76336,1201
2019-06-21,32155,32170,47479,1201
2019-06-22,32161,32170,37053,1201
2019-06-23,32161,32169,241,1201
2019-06-24,32103,32167,43131,1201
2019-06-25,32136,32166,53782,1201
2019-06-26,32148,32166,52287,1201
2019-06-27,32152,32166,62134,1201
2019-06-28,32172,32165,26515,1201
2019-06-29,32176,32165,58412,1201
2019-06-30,32184,32165,13637,1201
2019-07-01,32190,32166,31198,1201
2019-07-02,32194,32167,59398,1201
2019-07-03,32148,32167,58619,1201
2019-07-04,32153,32167,36568,1201
2019-07-05,32159,32166,63348,1201
2019-07-06,32144,32164,47065,1201
2019-07-07,32132,32163,47618,1201
2019-07-08,32155,32162,42634,1201
2019-07-09,32166,32162,64138,1201
2019-07-10,32175,32162,3414,1201
2019-07-11,32174,32162,42201,1201
2019-07-12,32195,32163,75154,1201
2019-07-13,32188,32164,28009,1201
2019-07-14,32179,32163,22921,1201
2019-07-15,32178,32163,28684,1201
2019-07-16,32190,32163,50537,1201
2019-07-17,32194,32164,20421,1201
2019-07-18,32198,32165,45169,1201
2019-07-19,32193,32165,50444,1201
2019-07-20,32116,32165,43769,1201
2019-07-21,32147,32165,8860,1201
2019-07-22,32144,32164,51346,1201
2019-07-23,32135,32163,60607,1201
2019-07-24,32151,32165,1405,1201
2019-07-25,32142,32165,39332,1201
2019-07-26,32156,32166,46408,1201
2019-07-27,32126,32165,59488,1201
2019-07-28,32102,32162,48224,1201
2019-07-29,32090,32159,42083,1201
2019-07-30,32053,32155,68308,1201
2019-07-31,32088,32152,10571,1201
2019-08-01,32105,32149,44235,1201
2019-08-02,32110,32147,48282,1201
2019-08-03,32066,32145,76130,1201
2019-08-04,32096,32142,11558,1201
2019-08-05,32086,32141,62098,1201
2019-08-06,32063,32138,47596,1201
2019-08-07,32093,32136,22137,1201
2019-08-08,32093,32134,37103,1201
2019-08-09,32099,32131,33972,1201
2019-08-10,32091,32128,80919,1201
2019-08-11,32017,32122,33601,1201
2019-08-12,32061,32118,48872,1201
2019-08-13,32050,32114,49452,1201
2019-08-14,32067,32110,53199,1201
2019-08-15,32100,32107,43876,1201
2019-08-16,32128,32105,77587,1201
2019-08-17,32122,32103,21092,1201
2019-08-18,32094,32099,59977,1201
2019-08-19,32124,32099,46033,1201
2019-08-20,32133,32099,38425,1201
2019-08-21,32143,32099,42193,1201
2019-08-22,32141,32099,58498,1201
2019-08-23,32126,32098,34253,1201
2019-08-24,32129,32098,70023,1201
2019-08-25,32134,32097,27648,1201
2019-08-26,32113,32097,54610,1201
2019-08-27,32110,32097,38131,1201
2019-08-28,32142,32099,2773,1201
2019-08-29,32169,32103,2022,1201
2019-08-30,32201,32106,72495,1201
2019-08-31,32126,32107,28020,1201
2019-09-01,32096,32107,19827,1201
2019-09-02,32099,32108,24560,1201
2019-09-03,32127,32109,69999,1201
2019-09-04,32173,32112,19584,1201
2019-09-05,32165,32115,36837,1201
2019-09-06,32176,32118,28745,1201
2019-09-07,32129,32119,67940,1201
2019-09-08,32094,32119,35874,1201
2019-09-09,32135,32120,33772,1201
2019-09-10,32146,32125,31527,1201
2019-09-11,32185,32129,55284,1201
2019-09-12,32180,32133,34829,1201
2019-09-13,32195,32137,38488,1201
2019-09-14,32148,32139,51914,1201
2019-09-15,32102,32138,48535,1201
2019-09-16,32133,32138,53188,1201
2019-09-17,32113,32139,45954,1201
2019-09-18,32140,32140,21108,1201
2019-09-19,32150,32140,36903,1201
2019-09-20,32173,32141,31799,1201
2019-09-21,32140,32141,52975,1201
2019-09-22,32097,32140,47807,1201
2019-09-23,32048,32137,65720,1201
2019-09-24,32080,32136,22718,1201
2019-09-25,32095,32135,56414,1201
2019-09-26,32127,32136,62048,1201
2019-09-27,32127,32135,34379,1201
2019-09-28,31998,32129,57445,1201
2019-09-29,32057,32125,29119,1201
2019-09-30,32085,32123,34843,1201
2019-10-01,32078,32123,20256,1201
2019-10-02,32096,32123,28696,1201
2019-10-03,32103,32122,43106,1201
2019-10-04,32089,32119,41164,1201
2019-10-05,32019,32114,55488,1201
2019-10-06,32025,32109,21128,1201
2019-10-07,32032,32106,39867,1201
2019-10-08,32076,32105,55322,1201
2019-10-09,32088,32104,20949,1201
2019-10-10,32096,32102,55433,1201
2019-10-11,32074,32098,33522,1201
2019-10-12,32040,32094,47681,1201
2019-10-13,32045,32089,5833,1201
2019-10-14,32041,32085,60259,1201
2019-10-15,32065,32084,32126,1201
2019-10-16,32092,32082,12211,1201
2019-10-17,32102,32082,27098,1201
2019-10-18,32102,32081,59727,1201
2019-10-19,32085,32079,61721,1201
2019-10-20,32058,32075,34701,1201
2019-10-21,32074,32073,36170,1201
2019-10-22,32104,32073,39890,1201
2019-10-23,32115,32075,55957,1201
2019-10-24,32101,32076,43552,1201
2019-10-25,32040,32074,49060,1201
2019-10-26,32085,32073,54638,1201
2019-10-27,32110,32072,37188,1201
2019-10-28,32184,32078,58706,1201
2019-10-29,32099,32080,23576,1201
2019-10-30,32110,32080,36636,1201
2019-10-31,32127,32082,44387,1201
2019-11-01,32161,32084,43157,1201
2019-11-02,32094,32084,54095,1201
2019-11-03,32101,32084,14105,1201
2019-11-04,32093,32087,46249,1201
2019-11-05,32091,32089,25125,1201
2019-11-06,32035,32089,40277,1201
2019-11-07,32079,32089,36257,1201
2019-11-08,32076,32089,48138,1201
2019-11-09,32068,32088,55982,1201
2019-11-10,32054,32087,13153,1201
2019-11-11,32087,32089,7188,1201
2019-11-12,32097,32091,30924,1201
2019-11-13,32090,32092,35425,1201
2019-11-14,32078,32093,41469,1201
2019-11-15,32102,32093,52134,1201
2019-11-16,32109,32093,69373,1201
2019-11-17,32083,32093,19114,1201
2019-11-18,32078,32092,56643,1201
2019-11-19,32115,32094,30079,1201
2019-11-20,32117,32096,7947,1201
2019-11-21,32097,32095,25117,1201
2019-11-22,32111,32095,53528,1201
2019-11-23,32068,32094,47593,1201
2019-11-24,32085,32096,41770,1201
2019-11-25,32085,32096,18934,1201
2019-05-30,12203,12220,2866,1289
2019-05-31,12185,12219,2310,1289
2019-06-01,12231,12220,3213,1289
2019-06-02,12195,12219,3009,1289
2019-06-03,12247,12221,1951,1289
2019-06-04,12279,12222,4934,1289
2019-06-05,12161,12230,641,1289
2019-06-06,12179,12231,2453,1289
2019-06-07,12229,12232,3120,1289
2019-06-08,12184,12230,5400,1289
2019-06-09,12157,12228,781,1289
2019-06-10,12159,12227,758,1289
2019-06-11,12268,12229,3252,1289
2019-06-12,12225,12232,5905,1289
2019-06-13,12067,12225,2770,1289
2019-06-14,12209,12225,2765,1289
2019-06-15,12294,12227,1938,1289
2019-06-16,12360,12230,129,1289
2019-06-17,12314,12235,2999,1289
2019-06-18,12299,12237,1992,1289
2019-06-19,12272,12235,3615,1289
2019-06-20,12246,12233,8083,1289
2019-06-21,12185,12228,2436,1289
2019-06-22,12180,12226,2189,1289
2019-06-23,12284,12229,38,1289
2019-06-24,12299,12231,2779,1289
2019-06-25,12281,12230,3945,1289
2019-06-26,12198,12226,2235,1289
2019-06-27,12247,12229,3690,1289
2019-06-28,12282,12230,1384,1289
2019-06-29,12347,12235,3501,1289
